meeting_type,reference,date,location,issue_number,issue_date,html_link,issue_type
IPCC,3,2007-04-30," Bangkok, Thailand",246,2004-11-10,https://enb.iisd.org/vol12/enb12246e.html,Issue
IPCC,3,2007-04-30," Bangkok, Thailand",247,2004-11-11,https://enb.iisd.org/vol12/enb12247e.html,Issue
IPCC,3,2007-04-30," Bangkok, Thailand",248,Summary,https://enb.iisd.org/vol12/enb12248e.html,Summary
COP,10,2004-12-06," Buenos Aires, Argentina",249,2004-12-06,https://enb.iisd.org/vol12/enb12249e.html,First
COP,10,2004-12-06," Buenos Aires, Argentina",250,2004-12-07,https://enb.iisd.org/vol12/enb12250e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",251,2004-12-08,https://enb.iisd.org/vol12/enb12251e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",252,2004-12-09,https://enb.iisd.org/vol12/enb12252e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",253,2004-12-10,https://enb.iisd.org/vol12/enb12253e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",254,2004-12-11,https://enb.iisd.org/vol12/enb12254e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",255,2004-12-13,https://enb.iisd.org/vol12/enb12255e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",256,2004-12-14,https://enb.iisd.org/vol12/enb12256e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",257,2004-12-15,https://enb.iisd.org/vol12/enb12257e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",258,2004-12-16,https://enb.iisd.org/vol12/enb12258e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",259,2004-12-17,https://enb.iisd.org/vol12/enb12259e.html,Issue
COP,10,2004-12-06," Buenos Aires, Argentina",260,Summary,https://enb.iisd.org/vol12/enb12260e.html,Summary
SOGE,1 ,2005-05-19," Bonn, Germany",261,Summary,https://enb.iisd.org/vol12/enb12261e.html,Summary
SB,22,2005-05-19," Bonn, Germany",262,2005-05-19,https://enb.iisd.org/vol12/enb12262e.html,First
SB,22,2005-05-19," Bonn, Germany",263,2005-05-20,https://enb.iisd.org/vol12/enb12263e.html,Issue
SB,22,2005-05-19," Bonn, Germany",264,2005-05-21,https://enb.iisd.org/vol12/enb12264e.html,Issue
SB,22,2005-05-19," Bonn, Germany",265,2005-05-23,https://enb.iisd.org/vol12/enb12265e.html,Issue
SB,22,2005-05-19," Bonn, Germany",266,2005-05-24,https://enb.iisd.org/vol12/enb12266e.html,Issue
SB,22,2005-05-19," Bonn, Germany",267,2005-05-25,https://enb.iisd.org/vol12/enb12267e.html,Issue
SB,22,2005-05-19," Bonn, Germany",268,2005-05-26,https://enb.iisd.org/vol12/enb12268e.html,Issue
SB,22,2005-05-19," Bonn, Germany",269,2005-05-27,https://enb.iisd.org/vol12/enb12269e.html,Issue
SB,22,2005-05-19," Bonn, Germany",270,Summary,https://enb.iisd.org/vol12/enb12270e.html,Summary
UNFCCC WS,6,2009-04-28," Cairo, Egypt",271,Summary,https://enb.iisd.org/vol12/enb12271e.html,Summary
IPCC,17,2001-04-09," Nairobi, Kenya",272,2005-09-22,https://enb.iisd.org/vol12/enb12272e.html,First
IPCC,17,2001-04-09," Nairobi, Kenya",273,2005-09-23,https://enb.iisd.org/vol12/enb12273e.html,Issue
IPCC,17,2001-04-09," Nairobi, Kenya",274,2005-09-24,https://enb.iisd.org/vol12/enb12274e.html,Issue
IPCC,17,2001-04-09," Nairobi, Kenya",275,2005-09-26,https://enb.iisd.org/vol12/enb12275e.html,Issue
IPCC,17,2001-04-09," Nairobi, Kenya",276,2005-09-27,https://enb.iisd.org/vol12/enb12276e.html,Issue
IPCC,17,2001-04-09," Nairobi, Kenya",277,2005-09-28,https://enb.iisd.org/vol12/enb12277e.html,Issue
IPCC,17,2001-04-09," Nairobi, Kenya",278,Summary,https://enb.iisd.org/vol12/enb12278e.html,Summary
UNFCCC WS,7,2009-10-12," UNCC, Bangkok, Thailand",279,Summary,https://enb.iisd.org/vol12/enb12279e.html,Summary
COP,11,2005-11-28," Montréal, Canada",280,2005-11-28,https://enb.iisd.org/vol12/enb12280e.html,First
COP,11,2005-11-28," Montréal, Canada",281,2005-11-29,https://enb.iisd.org/vol12/enb12281e.html,Issue
COP,11,2005-11-28," Montréal, Canada",282,2005-11-30,https://enb.iisd.org/vol12/enb12282e.html,Issue
COP,11,2005-11-28," Montréal, Canada",283,2005-12-01,https://enb.iisd.org/vol12/enb12283e.html,Issue
COP,11,2005-11-28," Montréal, Canada",284,2005-12-02,https://enb.iisd.org/vol12/enb12284e.html,Issue
COP,11,2005-11-28," Montréal, Canada",285,2005-12-03,https://enb.iisd.org/vol12/enb12285e.html,Issue
COP,11,2005-11-28," Montréal, Canada",286,2005-12-05,https://enb.iisd.org/vol12/enb12286e.html,Issue
COP,11,2005-11-28," Montréal, Canada",287,2005-12-06,https://enb.iisd.org/vol12/enb12287e.html,Issue
COP,11,2005-11-28," Montréal, Canada",288,2005-12-07,https://enb.iisd.org/vol12/enb12288e.html,Issue
COP,11,2005-11-28," Montréal, Canada",289,2005-12-08,https://enb.iisd.org/vol12/enb12289e.html,Issue
COP,11,2005-11-28," Montréal, Canada",290,2005-12-09,https://enb.iisd.org/vol12/enb12290e.html,Issue
COP,11,2005-11-28," Montréal, Canada",291,Summary,https://enb.iisd.org/vol12/enb12291e.html,Summary
IPCC,18,2001-10-02," London, UK",292,2006-04-26,https://enb.iisd.org/vol12/enb12292e.html,First
IPCC,18,2001-10-02," London, UK",293,2006-04-27,https://enb.iisd.org/vol12/enb12293e.html,Issue
IPCC,18,2001-10-02," London, UK",294,2006-04-28,https://enb.iisd.org/vol12/enb12294e.html,Issue
IPCC,18,2001-10-02," London, UK",295,Summary,https://enb.iisd.org/vol12/enb12295e.html,Summary
SB,24,2006-05-15," Bonn, Germany",296,2006-05-15,https://enb.iisd.org/vol12/enb12296e.html,First
SB,24,2006-05-15," Bonn, Germany",297,2006-05-17,https://enb.iisd.org/vol12/enb12297e.html,Issue
SB,24,2006-05-15," Bonn, Germany",298,2006-05-18,https://enb.iisd.org/vol12/enb12298e.html,Issue
SB,24,2006-05-15," Bonn, Germany",299,2006-05-19,https://enb.iisd.org/vol12/enb12299e.html,Issue
SB,24,2006-05-15," Bonn, Germany",300,2006-05-20,https://enb.iisd.org/vol12/enb12300.html,Issue
SB,24,2006-05-15," Bonn, Germany",301,2006-05-22,https://enb.iisd.org/vol12/enb12301e.html,Issue
SB,24,2006-05-15," Bonn, Germany",302,2006-05-23,https://enb.iisd.org/vol12/enb12302e.html,Issue
SB,24,2006-05-15," Bonn, Germany",303,2006-05-24,https://enb.iisd.org/vol12/enb12303e.html,Issue
SB,24,2006-05-15," Bonn, Germany",304,2006-05-25,https://enb.iisd.org/vol12/enb12304e.html,Issue
SB,24,2006-05-15," Bonn, Germany",305,2006-05-26,https://enb.iisd.org/vol12/enb12305e.html,Issue
SB,24,2006-05-15," Bonn, Germany",306,Summary,https://enb.iisd.org/vol12/enb12306e.html,Summary
COP,12,2006-11-06," Nairobi, Kenya",307,2006-11-06,https://enb.iisd.org/vol12/enb12307e.html,First
COP,12,2006-11-06," Nairobi, Kenya",308,2006-11-07,https://enb.iisd.org/vol12/enb12308e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",309,2006-11-08,https://enb.iisd.org/vol12/enb12309e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",310,2006-11-09,https://enb.iisd.org/vol12/enb12310e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",311,2006-11-10,https://enb.iisd.org/vol12/enb12311e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",312,2006-11-11,https://enb.iisd.org/vol12/enb12312e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",313,2006-11-13,https://enb.iisd.org/vol12/enb12313e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",314,2006-11-14,https://enb.iisd.org/vol12/enb12314e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",315,2006-11-15,https://enb.iisd.org/vol12/enb12315e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",316,2006-11-16,https://enb.iisd.org/vol12/enb12316e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",317,2006-11-17,https://enb.iisd.org/vol12/enb12317e.html,Issue
COP,12,2006-11-06," Nairobi, Kenya",318,Summary,https://enb.iisd.org/vol12/enb12318e.html,Summary
IPCC,22,2004-11-09," New Delhi, India",319,Summary,https://enb.iisd.org/vol12/enb12319e.html,Summary
IPCC,24,2005-09-22," Montreal, Canada",320,Summary,https://enb.iisd.org/vol12/enb12320e.html,Summary
IPCC,25,2006-04-26," Port Louis, Mauritius",321,Summary,https://enb.iisd.org/vol12/enb12321e.html,Summary
SB,26,2007-05-07," Bonn, Germany",322,2007-05-07,https://enb.iisd.org/vol12/enb12322e.html,First
SB,26,2007-05-07," Bonn, Germany",323,2007-05-08,https://enb.iisd.org/vol12/enb12323e.html,Issue
SB,26,2007-05-07," Bonn, Germany",324,2007-05-09,https://enb.iisd.org/vol12/enb12324e.html,Issue
SB,26,2007-05-07," Bonn, Germany",325,2007-05-10,https://enb.iisd.org/vol12/enb12325e.html,Issue
SB,26,2007-05-07," Bonn, Germany",326,2007-05-11,https://enb.iisd.org/vol12/enb12326e.html,Issue
SB,26,2007-05-07," Bonn, Germany",327,2007-05-12,https://enb.iisd.org/vol12/enb12327e.html,Issue
SB,26,2007-05-07," Bonn, Germany",328,2007-05-14,https://enb.iisd.org/vol12/enb12328e.html,Issue
SB,26,2007-05-07," Bonn, Germany",329,2007-05-15,https://enb.iisd.org/vol12/enb12329e.html,Issue
SB,26,2007-05-07," Bonn, Germany",330,2007-05-16,https://enb.iisd.org/vol12/enb12330e.html,Issue
SB,26,2007-05-07," Bonn, Germany",331,2007-05-17,https://enb.iisd.org/vol12/enb12331e.html,Issue
SB,26,2007-05-07," Bonn, Germany",332,2007-05-18,https://enb.iisd.org/vol12/enb12332e.html,Issue
SB,26,2007-05-07," Bonn, Germany",333,Summary,https://enb.iisd.org/vol12/enb12333e.html,Summary
AWG,4 ,2007-08-27," Vienna, Austria",334,2007-08-27,https://enb.iisd.org/vol12/enb12334e.html,First
AWG,4 ,2007-08-27," Vienna, Austria",335,2007-08-28,https://enb.iisd.org/vol12/enb12335e.html,Issue
AWG,4 ,2007-08-27," Vienna, Austria",336,2007-08-29,https://enb.iisd.org/vol12/enb12336e.html,Issue
AWG,4 ,2007-08-27," Vienna, Austria",337,2007-08-30,https://enb.iisd.org/vol12/enb12337e.html,Issue
AWG,4 ,2007-08-27," Vienna, Austria",338,2007-08-31,https://enb.iisd.org/vol12/enb12338e.html,Issue
AWG,4 ,2007-08-27," Vienna, Austria",339,Summary,https://enb.iisd.org/vol12/enb12339e.html,Summary
UNFCCC WS,8,2011-06-01," Bonn, Germany",340,Summary,https://enb.iisd.org/vol12/enb12340e.html,Summary
IPCC,27,2007-11-12," Valencia, Spain",341,2007-11-12,https://enb.iisd.org/vol12/enb12341e.html,First
IPCC,27,2007-11-12," Valencia, Spain",342,Summary,https://enb.iisd.org/vol12/enb12342e.html,Summary
COP,13,2007-12-03," Bali, Indonesia",343,2007-12-03,https://enb.iisd.org/vol12/enb12343e.html,First
COP,13,2007-12-03," Bali, Indonesia",344,2007-12-04,https://enb.iisd.org/vol12/enb12344e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",345,2007-12-05,https://enb.iisd.org/vol12/enb12345e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",346,2007-12-06,https://enb.iisd.org/vol12/enb12346e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",347,2007-12-07,https://enb.iisd.org/vol12/enb12347e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",348,2007-12-08,https://enb.iisd.org/vol12/enb12348e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",349,2007-12-10,https://enb.iisd.org/vol12/enb12349e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",350,2007-12-11,https://enb.iisd.org/vol12/enb12350e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",351,2007-12-12,https://enb.iisd.org/vol12/enb12351e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",352,2007-12-13,https://enb.iisd.org/vol12/enb12352e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",353,2007-12-14,https://enb.iisd.org/vol12/enb12353e.html,Issue
COP,13,2007-12-03," Bali, Indonesia",354,Summary,https://enb.iisd.org/vol12/enb12354e.html,Summary
UNFCCC WS,9,2004-09-27," Montreal, Canada",355,Summary,https://enb.iisd.org/vol12/enb12355e.html,Summary
UNFCCC WS,10,2008-03-04," Mexico City, Mexico",356,Summary,https://enb.iisd.org/vol12/enb12356e.html,Summary
AWGLCA, 1 ,2008-03-31," Bangkok, Thailand",357,2008-03-31,https://enb.iisd.org/vol12/enb12357e.html,First
AWGLCA, 1 ,2008-03-31," Bangkok, Thailand",358,2008-04-01,https://enb.iisd.org/vol12/enb12358e.html,Issue
AWGLCA, 1 ,2008-03-31," Bangkok, Thailand",359,2008-04-02,https://enb.iisd.org/vol12/enb12359e.html,Issue
AWGLCA, 1 ,2008-03-31," Bangkok, Thailand",360,2008-04-03,https://enb.iisd.org/vol12/enb12360e.html,Issue
AWGLCA, 1 ,2008-03-31," Bangkok, Thailand",361,2008-04-04,https://enb.iisd.org/vol12/enb12361e.html,Issue
AWGLCA, 1 ,2008-03-31," Bangkok, Thailand",362,Summary,https://enb.iisd.org/vol12/enb12362e.html,Summary
IPCC,28,2008-04-09," Budapest, Hungary",363,Summary,https://enb.iisd.org/vol12/enb12363e.html,Summary
SB,28,2008-06-02," Bonn, Germany",364,2008-06-02,https://enb.iisd.org/vol12/enb12364e.html,First
SB,28,2008-06-02," Bonn, Germany",365,2008-06-03,https://enb.iisd.org/vol12/enb12365e.html,Issue
SB,28,2008-06-02," Bonn, Germany",366,2008-06-04,https://enb.iisd.org/vol12/enb12366e.html,Issue
SB,28,2008-06-02," Bonn, Germany",367,2008-06-05,https://enb.iisd.org/vol12/enb12367e.html,Issue
SB,28,2008-06-02," Bonn, Germany",368,2008-06-06,https://enb.iisd.org/vol12/enb12368e.html,Issue
SB,28,2008-06-02," Bonn, Germany",369,2008-06-07,https://enb.iisd.org/vol12/enb12369e.html,Issue
SB,28,2008-06-02," Bonn, Germany",370,2008-06-09,https://enb.iisd.org/vol12/enb12370e.html,Issue
SB,28,2008-06-02," Bonn, Germany",371,2008-06-10,https://enb.iisd.org/vol12/enb12371e.html,Issue
SB,28,2008-06-02," Bonn, Germany",372,2008-06-11,https://enb.iisd.org/vol12/enb12372e.html,Issue
SB,28,2008-06-02," Bonn, Germany",373,2008-06-12,https://enb.iisd.org/vol12/enb12373e.html,Issue
SB,28,2008-06-02," Bonn, Germany",374,2008-06-13,https://enb.iisd.org/vol12/enb12374e.html,Issue
SB,28,2008-06-02," Bonn, Germany",375,Summary,https://enb.iisd.org/vol12/enb12375e.html,Summary
UNFCCC WS,11,2008-03-10," Port of Spain, Trinidad and Tobago",376,Summary,https://enb.iisd.org/vol12/enb12376e.html,Summary
AWGLCA, 2 ,2008-08-21," Accra, Ghana",377,2008-08-21,https://enb.iisd.org/vol12/enb12377e.html,First
AWGLCA, 2 ,2008-08-21," Accra, Ghana",378,2008-08-21,https://enb.iisd.org/vol12/enb12378e.html,Issue
AWGLCA, 2 ,2008-08-21," Accra, Ghana",379,2008-08-21,https://enb.iisd.org/vol12/enb12379e.html,Issue
AWGLCA, 2 ,2008-08-21," Accra, Ghana",380,2008-08-21,https://enb.iisd.org/vol12/enb12380e.html,Issue
AWGLCA, 2 ,2008-08-21," Accra, Ghana",381,2008-08-21,https://enb.iisd.org/vol12/enb12381e.html,Issue
AWGLCA, 2 ,2008-08-21," Accra, Ghana",382,2008-08-21,https://enb.iisd.org/vol12/enb12382e.html,Issue
AWGLCA, 2 ,2008-08-21," Accra, Ghana",383,Summary,https://enb.iisd.org/vol12/enb12383e.html,Summary
IPCC,29,2008-08-31," Geneva, Switzerland",384,Summary,https://enb.iisd.org/vol12/enb12384e.html,Summary
COP,14,2008-12-01," Poznań, Poland",385,2008-12-01,https://enb.iisd.org/vol12/enb12385e.html,First
COP,14,2008-12-01," Poznań, Poland",386,2008-12-02,https://enb.iisd.org/vol12/enb12386e.html,Issue
COP,14,2008-12-01," Poznań, Poland",387,2008-12-03,https://enb.iisd.org/vol12/enb12387e.html,Issue
COP,14,2008-12-01," Poznań, Poland",388,2008-12-04,https://enb.iisd.org/vol12/enb12388e.html,Issue
COP,14,2008-12-01," Poznań, Poland",389,2008-12-05,https://enb.iisd.org/vol12/enb12389e.html,Issue
COP,14,2008-12-01," Poznań, Poland",390,2008-12-06,https://enb.iisd.org/vol12/enb12390e.html,Issue
COP,14,2008-12-01," Poznań, Poland",391,2008-12-09,https://enb.iisd.org/vol12/enb12391e.html,Issue
COP,14,2008-12-01," Poznań, Poland",392,2008-12-10,https://enb.iisd.org/vol12/enb12392e.html,Issue
COP,14,2008-12-01," Poznań, Poland",393,2008-12-11,https://enb.iisd.org/vol12/enb12393e.html,Issue
COP,14,2008-12-01," Poznań, Poland",394,2008-12-12,https://enb.iisd.org/vol12/enb12394e.html,Issue
COP,14,2008-12-01," Poznań, Poland",395,Summary,https://enb.iisd.org/vol12/enb12395e.html,Summary
UNFCCC WS,12,2008-06-25," Tokyo, Japan",396,Summary,https://enb.iisd.org/vol12/enb12396e.html,Summary
AWGLCA, 5 ,2009-03-29," Bonn, Germany",397,2009-03-29,https://enb.iisd.org/vol12/enb12397e.html,First
AWGLCA, 5 ,2009-03-29," Bonn, Germany",398,2009-03-30,https://enb.iisd.org/vol12/enb12398e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",399,2009-03-31,https://enb.iisd.org/vol12/enb12399e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",400,2009-04-01,https://enb.iisd.org/vol12/enb12400e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",401,2009-04-02,https://enb.iisd.org/vol12/enb12401e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",402,2009-04-03,https://enb.iisd.org/vol12/enb12402e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",403,2009-04-04,https://enb.iisd.org/vol12/enb12403e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",404,2009-04-06,https://enb.iisd.org/vol12/enb12404e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",405,2009-04-07,https://enb.iisd.org/vol12/enb12405e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",406,2009-04-08,https://enb.iisd.org/vol12/enb12406e.html,Issue
AWGLCA, 5 ,2009-03-29," Bonn, Germany",407,Summary,https://enb.iisd.org/vol12/enb12407e.html,Summary
IPCC,30,2009-04-21," Antalya, Turkey",408,Summary,https://enb.iisd.org/vol12/enb12408e.html,Summary
UNFCCC WS,13,2000-03-17," Bonn, Germany",409,Summary,https://enb.iisd.org/vol12/enb12409e.html,Summary
SB,30,2009-06-01," Bonn, Germany",410,2009-06-01,https://enb.iisd.org/vol12/enb12410e.html,First
SB,30,2009-06-01," Bonn, Germany",411,2009-06-02,https://enb.iisd.org/vol12/enb12411e.html,Issue
SB,30,2009-06-01," Bonn, Germany",412,2009-06-03,https://enb.iisd.org/vol12/enb12412e.html,Issue
SB,30,2009-06-01," Bonn, Germany",413,2009-06-04,https://enb.iisd.org/vol12/enb12413e.html,Issue
SB,30,2009-06-01," Bonn, Germany",414,2009-06-05,https://enb.iisd.org/vol12/enb12414e.html,Issue
SB,30,2009-06-01," Bonn, Germany",415,2009-06-06,https://enb.iisd.org/vol12/enb12415e.html,Issue
SB,30,2009-06-01," Bonn, Germany",416,2009-06-08,https://enb.iisd.org/vol12/enb12416e.html,Issue
SB,30,2009-06-01," Bonn, Germany",417,2009-06-09,https://enb.iisd.org/vol12/enb12417e.html,Issue
SB,30,2009-06-01," Bonn, Germany",418,2009-06-10,https://enb.iisd.org/vol12/enb12418e.html,Issue
SB,30,2009-06-01," Bonn, Germany",419,2009-06-11,https://enb.iisd.org/vol12/enb12419e.html,Issue
SB,30,2009-06-01," Bonn, Germany",420,2009-06-12,https://enb.iisd.org/vol12/enb12420e.html,Issue
SB,30,2009-06-01," Bonn, Germany",421,Summary,https://enb.iisd.org/vol12/enb12421e.html,Summary
AWGs CCWG,1 ,2009-08-10," Bonn, Germany",422,2009-08-10,https://enb.iisd.org/vol12/enb12422e.html,First
AWGs CCWG,1 ,2009-08-10," Bonn, Germany",423,2009-08-11,https://enb.iisd.org/vol12/enb12423e.html,Issue
AWGs CCWG,1 ,2009-08-10," Bonn, Germany",424,2009-08-12,https://enb.iisd.org/vol12/enb12424e.html,Issue
AWGs CCWG,1 ,2009-08-10," Bonn, Germany",425,2009-08-13,https://enb.iisd.org/vol12/enb12425e.html,Issue
AWGs CCWG,1 ,2009-08-10," Bonn, Germany",426,2009-08-14,https://enb.iisd.org/vol12/enb12426e.html,Issue
AWGs CCWG,1 ,2009-08-10," Bonn, Germany",427,Summary,https://enb.iisd.org/vol12/enb12427e.html,Summary
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",428,2009-09-28,https://enb.iisd.org/vol12/enb12428e.html,First
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",429,2009-09-29,https://enb.iisd.org/vol12/enb12429e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",430,2009-09-30,https://enb.iisd.org/vol12/enb12430e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",431,2009-10-01,https://enb.iisd.org/vol12/enb12431e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",432,2009-10-02,https://enb.iisd.org/vol12/enb12432e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",433,2009-10-03,https://enb.iisd.org/vol12/enb12433e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",434,2009-10-05,https://enb.iisd.org/vol12/enb12434e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",435,2009-10-06,https://enb.iisd.org/vol12/enb12435e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",436,2009-10-07,https://enb.iisd.org/vol12/enb12436e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",437,2009-10-08,https://enb.iisd.org/vol12/enb12437e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",438,2009-10-09,https://enb.iisd.org/vol12/enb12438e.html,Issue
AWGs CCWG,7 ,2009-09-28," UNCC, Bangkok, Thailand",439,Summary,https://enb.iisd.org/vol12/enb12439e.html,Summary
UNFCCC WS,14,2007-09-15," FAO HQ, Rome, Italy",440,Summary,https://enb.iisd.org/vol12/enb12440e.html,Summary
IPCC,31,2009-10-26," Bali, Indonesia",441,Summary,https://enb.iisd.org/vol12/enb12441e.html,Summary
AWGs RCCWG,7 ,2009-11-02," Barcelona, Spain",442,2009-11-02,https://enb.iisd.org/vol12/enb12442e.html,First
AWGs RCCWG,7 ,2009-11-02," Barcelona, Spain",443,2009-11-03,https://enb.iisd.org/vol12/enb12443e.html,Issue
AWGs RCCWG,7 ,2009-11-02," Barcelona, Spain",444,2009-11-04,https://enb.iisd.org/vol12/enb12444e.html,Issue
AWGs RCCWG,7 ,2009-11-02," Barcelona, Spain",445,2009-11-05,https://enb.iisd.org/vol12/enb12445e.html,Issue
AWGs RCCWG,7 ,2009-11-02," Barcelona, Spain",446,2009-11-06,https://enb.iisd.org/vol12/enb12446e.html,Issue
AWGs RCCWG,7 ,2009-11-02," Barcelona, Spain",447,Summary,https://enb.iisd.org/vol12/enb12447e.html,Summary
COP,15,2009-12-07," Copenhagen, Denmark",448,2009-12-07,https://enb.iisd.org/vol12/enb12448e.html,First
COP,15,2009-12-07," Copenhagen, Denmark",449,2009-12-08,https://enb.iisd.org/vol12/enb12449e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",450,2009-12-09,https://enb.iisd.org/vol12/enb12450e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",451,2009-12-10,https://enb.iisd.org/vol12/enb12451e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",452,2009-12-11,https://enb.iisd.org/vol12/enb12452e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",453,2009-12-12,https://enb.iisd.org/vol12/enb12453e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",454,2009-12-14,https://enb.iisd.org/vol12/enb12454e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",455,2009-12-15,https://enb.iisd.org/vol12/enb12455e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",456,2009-12-16,https://enb.iisd.org/vol12/enb12456e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",457,2009-12-17,https://enb.iisd.org/vol12/enb12457e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",458,2009-12-18,https://enb.iisd.org/vol12/enb12458e.html,Issue
COP,15,2009-12-07," Copenhagen, Denmark",459,Summary,https://enb.iisd.org/vol12/enb12459e.html,Summary
AWGs CCWG,9 ,2010-04-09," Bonn, Germany",460,Summary,https://enb.iisd.org/vol12/enb12460e.html,Summary
SB,32,2010-05-31," Bonn, Germany",461,2010-05-31,https://enb.iisd.org/vol12/enb12461e.html,First
SB,32,2010-05-31," Bonn, Germany",462,2010-06-01,https://enb.iisd.org/vol12/enb12462e.html,Issue
SB,32,2010-05-31," Bonn, Germany",463,2010-06-02,https://enb.iisd.org/vol12/enb12463e.html,Issue
SB,32,2010-05-31," Bonn, Germany",464,2010-06-03,https://enb.iisd.org/vol12/enb12464e.html,Issue
SB,32,2010-05-31," Bonn, Germany",465,2010-06-04,https://enb.iisd.org/vol12/enb12465e.html,Issue
SB,32,2010-05-31," Bonn, Germany",466,2010-06-05,https://enb.iisd.org/vol12/enb12466e.html,Issue
SB,32,2010-05-31," Bonn, Germany",467,2010-06-07,https://enb.iisd.org/vol12/enb12467e.html,Issue
SB,32,2010-05-31," Bonn, Germany",468,2010-06-08,https://enb.iisd.org/vol12/enb12468e.html,Issue
SB,32,2010-05-31," Bonn, Germany",469,2010-06-09,https://enb.iisd.org/vol12/enb12469e.html,Issue
SB,32,2010-05-31," Bonn, Germany",470,2010-06-10,https://enb.iisd.org/vol12/enb12470e.html,Issue
SB,32,2010-05-31," Bonn, Germany",471,2010-06-11,https://enb.iisd.org/vol12/enb12471e.html,Issue
SB,32,2010-05-31," Bonn, Germany",472,Summary,https://enb.iisd.org/vol12/enb12472e.html,Summary
AWGs CCWG,11 ,2010-08-02," Bonn, Germany",473,2010-08-02,https://enb.iisd.org/vol12/enb12473e.html,First
AWGs CCWG,11 ,2010-08-02," Bonn, Germany",474,2010-08-03,https://enb.iisd.org/vol12/enb12474e.html,Issue
AWGs CCWG,11 ,2010-08-02," Bonn, Germany",475,2010-08-04,https://enb.iisd.org/vol12/enb12475e.html,Issue
AWGs CCWG,11 ,2010-08-02," Bonn, Germany",476,2010-08-05,https://enb.iisd.org/vol12/enb12476e.html,Issue
AWGs CCWG,11 ,2010-08-02," Bonn, Germany",477,2010-08-06,https://enb.iisd.org/vol12/enb12477e.html,Issue
AWGs CCWG,11 ,2010-08-02," Bonn, Germany",478,Summary,https://enb.iisd.org/vol12/enb12478e.html,Summary
